opportunity_code;company_code;contact_code;description;amount_eur;legacy_status;opened_on;expected_close_on;historical_campaign_code;fair_edition_code;stand_area_sqm;client_budget_eur;requested_height_m;brief_notes
OP001340;CO001461;CO001461-P01;Two-brand stand with shared reception;32000,00;Won;01/04/2025;05/10/2025;CMP-2025-REF;PACK-2025;64,00;32000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001341;CO009380;CO009380-P01;Exhibition stand with lockable storage;38400,00; lost ;12/03/2025;10/10/2025;CMP-2026-OUT;LIVING-2025;48,00;38400,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001342;CO007299;CO007299-P01;Corner stand with demonstration counter;68000,00;Lost;03/08/2025;23/10/2025;;FOOD-2025;160,00;61200,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001343;CO005218;;Island stand for distributor meetings;20400,00;Won;18/11/2025;02/06/2026;CMP-2024-WEB;BEAUTY-2026;48,00;20400,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001344;CO003137;CO003137-P01;Exhibition stand with lockable storage;96000,00; qualified ;01/03/2026;14/09/2026;CMP-2026-OUT;PACK-2026;120,00;86400,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001345;CO001056;CO001056-P01;Modular stand with new graphics;64000,00;WON;04/07/2026;09/10/2026;CMP-2024-WEB;LIVING-2026;80,00;70400,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001346;CO008975;CO008975-P03;Modular stand with new graphics;104000,00;QUALIFIED;15/03/2026;24/10/2026;CMP-2024-WEB;FOOD-2026;160,00;114400,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001347;CO006894;CO006894-P01;Custom stand for product launch;19200,00;Qualified;12/05/2026;27/04/2027;CMP-2025-EVENT;BEAUTY-2027;24,00;17280,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001348;CO004813;CO004813-P01;Modular stand with new graphics;38400,00; qualified ;22/05/2026;26/09/2027;CMP-2026-OUT;PACK-2027;48,00;34560,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001349;CO002732;CO002732-P03;Two-brand stand with shared reception;16000,00;Qualified;11/08/2026;18/10/2027;;LIVING-2027;32,00;16000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001350;CO000651;CO000651-P01;Reuse of last edition's stand;51000,00;Lost;20/05/2026;26/10/2027;CMP-2025-REF;FOOD-2027;120,00;56100,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001351;CO008570;CO008570-P02;Modular stand with new graphics;25600,00;Won;20/02/2024;05/06/2024;;BEAUTY-2024;32,00;28160,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001352;CO006489;CO006489-P01;Reuse of last edition's stand;28000,00;WON;01/04/2024;25/08/2024;CMP-2026-OUT;PACK-2024;80,00;28000,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001353;CO004408;CO004408-P02;Stand refurbishment and installation;38400,00;WON;02/04/2024;11/10/2024;CMP-2026-OUT;LIVING-2024;48,00;;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001354;CO002327;CO002327-P02;Reuse of last edition's stand;60000,00;WON;15/06/2024;17/11/2024;;FOOD-2024;120,00;66000,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001355;CO000246;CO000246-P01;Stand refurbishment and installation;48000,00; lost ;24/01/2025;07/06/2025;CMP-2024-WEB;BEAUTY-2025;96,00;43200,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001356;CO008165;CO008165-P01;Reuse of last edition's stand;42000,00;Won;11/06/2025;26/08/2025;;PACK-2025;120,00;42000,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001357;CO006084;CO006084-P01;Custom stand for product launch;38400,00;Lost;02/07/2025;16/09/2025;CMP-2024-WEB;LIVING-2025;48,00;42240,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001358;CO004003;CO004003-P01;Modular stand with new graphics;40000,00;WON;15/08/2025;18/11/2025;CMP-2024-WEB;FOOD-2025;80,00;40000,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001359;CO001922;CO001922-P01;Exhibition stand with lockable storage;32000,00; lost ;26/11/2025;23/05/2026;;BEAUTY-2026;64,00;32000,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001360;CO009841;;Custom stand for product launch;41600,00; proposal ;22/05/2026;20/09/2026;CMP-2025-EVENT;PACK-2026;64,00;37440,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001361;CO007760;CO007760-P03;Exhibition stand with lockable storage;102000,00;QUALIFIED;11/05/2026;14/09/2026;CMP-2025-REF;LIVING-2026;240,00;112200,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001362;CO005679;CO005679-P01;Island stand for distributor meetings;13600,00;Open;23/04/2026;04/11/2026;CMP-2025-EVENT;FOOD-2026;32,00;14960,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001363;CO003598;CO003598-P02;Two-brand stand with shared reception;78000,00;Lost;26/02/2026;;CMP-2025-EVENT;BEAUTY-2027;120,00;78000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001364;CO001517;CO001517-P03;Corner stand with demonstration counter;48000,00; lost ;23/07/2026;28/08/2027;CMP-2026-OUT;PACK-2027;96,00;52800,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001365;CO009436;CO009436-P02;Modular stand with new graphics;38400,00; open ;02/05/2026;17/10/2027;CMP-2024-WEB;LIVING-2027;48,00;42240,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001366;CO007355;CO007355-P02;Custom stand for product launch;16000,00; open ;03/04/2026;12/10/2027;CMP-2025-EVENT;FOOD-2027;32,00;16000,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001367;CO005274;CO005274-P01;Custom stand for product launch;10200,00;WON;05/12/2023;16/05/2024;CMP-2026-OUT;BEAUTY-2024;24,00;10200,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001368;CO003193;CO003193-P01;Exhibition stand with lockable storage;16000,00;WON;15/06/2024;24/08/2024;CMP-2025-EVENT;PACK-2024;32,00;16000,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001369;CO001112;CO001112-P02;Stand refurbishment and installation;76800,00;Lost;25/05/2024;27/10/2024;CMP-2025-REF;LIVING-2024;;69120,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001370;CO009031;CO009031-P01;Reuse of last edition's stand;51000,00;Won;17/06/2024;28/10/2024;CMP-2026-OUT;FOOD-2024;120,00;51000,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001371;CO006950;CO006950-P01;Custom stand for product launch;32000,00;WON;05/02/2025;06/06/2025;CMP-2026-OUT;BEAUTY-2025;64,00;35200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001372;CO004869;CO004869-P01;Two-brand stand with shared reception;25600,00; lost ;17/02/2025;22/09/2025;CMP-2024-WEB;PACK-2025;32,00;28160,00;3,50;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001373;CO002788;CO002788-P02;Stand refurbishment and installation;25600,00;WON;15/03/2025;06/10/2025;;LIVING-2025;32,00;23040,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001374;CO000707;CO000707-P01;Two-brand stand with shared reception;22400,00;Lost;01/09/2025;09/11/2025;CMP-2025-EVENT;FOOD-2025;64,00;24640,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001375;CO008626;CO008626-P02;Modular stand with new graphics;40000,00;WON;30/01/2026;26/05/2026;CMP-2025-EVENT;BEAUTY-2026;80,00;44000,00;3,50;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001376;CO006545;CO006545-P03;Two-brand stand with shared reception;22400,00; proposal ;31/01/2026;19/09/2026;CMP-2024-WEB;PACK-2026;64,00;20160,00;;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001377;CO004464;;Reuse of last edition's stand;48000,00;Open;27/02/2026;06/10/2026;CMP-2025-EVENT;LIVING-2026;96,00;48000,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001378;CO002383;CO002383-P01;Custom stand for product launch;78000,00;Won;11/04/2026;04/11/2026;;FOOD-2026;120,00;70200,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001379;CO000302;CO000302-P03;Reuse of last edition's stand;48000,00;OPEN;01/06/2026;03/05/2027;;BEAUTY-2027;96,00;43200,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001380;CO008221;CO008221-P01;Island stand for distributor meetings;8400,00;Qualified;03/05/2026;15/09/2027;;PACK-2027;24,00;8400,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001381;CO006140;CO006140-P02;Reuse of last edition's stand;16800,00;Lost;24/07/2026;21/09/2027;CMP-2024-WEB;LIVING-2027;48,00;18480,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001382;CO004059;CO004059-P01;Two-brand stand with shared reception;12000,00;Open;04/06/2026;09/10/2027;CMP-2025-REF;FOOD-2027;24,00;10800,00;3,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001383;CO001978;CO001978-P02;Reuse of last edition's stand;48000,00;Lost;22/11/2023;03/05/2024;CMP-2024-WEB;BEAUTY-2024;96,00;43200,00;3,50;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001384;CO009897;CO009897-P01;Corner stand with demonstration counter;76800,00;Lost;03/04/2024;27/08/2024;CMP-2025-REF;PACK-2024;96,00;69120,00;4,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001385;CO007816;CO007816-P02;Island stand for distributor meetings;34000,00; lost ;19/02/2024;25/10/2024;;LIVING-2024;80,00;37400,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001386;CO005735;CO005735-P01;Stand refurbishment and installation;128000,00;WON;28/03/2024;21/11/2024;CMP-2025-REF;FOOD-2024;160,00;140800,00;4,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001387;CO003654;CO003654-P01;Two-brand stand with shared reception;15600,00;Lost;21/02/2025;29/04/2025;;BEAUTY-2025;24,00;14040,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001388;CO001573;CO001573-P01;Exhibition stand with lockable storage;80000,00;Won;13/02/2025;10/09/2025;CMP-2025-REF;PACK-2025;160,00;72000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001389;CO009492;CO009492-P01;Custom stand for product launch;12000,00; lost ;17/04/2025;21/10/2025;CMP-2025-REF;LIVING-2025;24,00;10800,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001390;CO007411;CO007411-P01;Exhibition stand with lockable storage;24000,00;Lost;29/05/2025;12/11/2025;CMP-2024-WEB;FOOD-2025;48,00;26400,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001391;CO005330;CO005330-P03;Island stand for distributor meetings;51200,00;Lost;05/02/2026;22/05/2026;CMP-2025-REF;BEAUTY-2026;64,00;51200,00;4,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001392;CO003249;CO003249-P01;Two-brand stand with shared reception;16000,00;Lost;15/05/2026;;CMP-2025-REF;PACK-2026;32,00;14400,00;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001393;CO001168;CO001168-P02;Two-brand stand with shared reception;16800,00;Qualified;19/04/2026;25/10/2026;CMP-2024-WEB;LIVING-2026;48,00;15120,00;3,00;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
OP001394;CO009087;;Stand refurbishment and installation;10200,00;WON;14/06/2026;19/10/2026;CMP-2025-REF;FOOD-2026;24,00;;3,50;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001395;CO007006;CO007006-P02;Island stand for distributor meetings;104000,00;WON;25/07/2026;09/05/2027;;BEAUTY-2027;160,00;114400,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001396;CO004925;CO004925-P02;Exhibition stand with lockable storage;13600,00;Qualified;01/08/2026;29/08/2027;CMP-2024-WEB;PACK-2027;32,00;14960,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001397;CO002844;CO002844-P01;Two-brand stand with shared reception;64000,00; proposal ;21/04/2026;06/10/2027;CMP-2025-EVENT;LIVING-2027;80,00;64000,00;4,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001398;CO000763;CO000763-P01;Island stand for distributor meetings;56000,00;OPEN;08/03/2026;26/10/2027;CMP-2025-REF;FOOD-2027;160,00;56000,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001399;CO008682;CO008682-P01;Stand refurbishment and installation;38400,00;WON;25/01/2024;06/06/2024;CMP-2025-REF;BEAUTY-2024;48,00;42240,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001400;CO006601;CO006601-P01;Two-brand stand with shared reception;84000,00;Won;15/02/2024;01/09/2024;CMP-2024-WEB;PACK-2024;240,00;92400,00;4,00;Display cases and a small store. Budget covers design, fabrication, installation and dismantling.
OP001401;CO004520;CO004520-P01;Stand refurbishment and installation;51200,00;WON;15/06/2024;12/10/2024;CMP-2024-WEB;LIVING-2024;64,00;51200,00;4,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001402;CO002439;CO002439-P01;Exhibition stand with lockable storage;128000,00;WON;17/04/2024;16/10/2024;CMP-2025-EVENT;FOOD-2024;160,00;140800,00;3,00;Reception counter, product shelves and a lockable store. Artwork to follow from the agency.
OP001403;CO000358;CO000358-P02;Exhibition stand with lockable storage;76800,00; lost ;27/01/2025;13/05/2025;CMP-2026-OUT;BEAUTY-2025;96,00;76800,00;3,00;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001404;CO008277;CO008277-P01;Custom stand for product launch;32000,00;Won;17/02/2025;31/08/2025;;PACK-2025;64,00;35200,00;3,00;Demonstration counter at the front. Power requirements to be confirmed by the exhibitor.
OP001405;CO006196;CO006196-P02;Modular stand with new graphics;20800,00; lost ;24/07/2025;26/10/2025;CMP-2026-OUT;LIVING-2025;32,00;22880,00;3,00;Meeting area and illuminated backdrop. Keep the graphics reusable for the next edition.
OP001406;CO004115;CO004115-P03;Exhibition stand with lockable storage;40000,00;WON;22/06/2025;31/10/2025;CMP-2025-EVENT;FOOD-2025;;44000,00;3,50;Shared reception for two brands, with separate graphics. One invoice to the main exhibitor.
OP001407;CO002034;CO002034-P01;Exhibition stand with lockable storage;84000,00;Lost;18/12/2025;10/05/2026;CMP-2026-OUT;BEAUTY-2026;240,00;92400,00;3,50;Two open meeting tables, sample display and storage. Client wants to reuse last year's furniture.
